"","NETWORTH","YEAR","name","gender","source_id","sector_id","age","WGT","avg_cpi","adj_value","base_year","pct_increase","CPI","NETWORTH_2019"
"75",6500000000,2014,"Sumner Redstone","M","Media","Media & Entertainment",97,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6989247311.82796
"76",6500000000,2014,"Charles Schwab","M","discount brokerage","Investments",83,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6989247311.82796
"77",6400000000,2014,"Micky Arison","M","Carnival Cruises","Service",71,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6881720430.10753
"78",6300000000,2014,"Rupert Johnson, Jr.","M","money management","Finance and Investments",80,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6774193548.3871
"79",6300000000,2014,"Ira Rennert","M","investments","Investments",86,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6774193548.3871
"80",6200000000,2014,"Leslie Wexner","M","retail","Fashion and Retail",83,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6666666666.66667
"81",6100000000,2014,"Ray Lee Hunt","M","oil, real estate","Energy",77,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6559139784.94624
"82",6100000000,2014,"Kelcy Warren","M","pipelines","Energy",65,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6559139784.94624
"83",6000000000,2014,"Carl Cook","M","medical devices","Health care",58,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6451612903.22581
"84",6000000000,2014,"Richard DeVos","M","Amway","Service",94,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6451612903.22581
"85",6000000000,2014,"Stephen Ross","M","real estate","Real Estate",80,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6451612903.22581
"86",6000000000,2014,"Robert Rowling","M","investments","Energy",67,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6451612903.22581
"87",6000000000,2014,"Dennis Washington","M","construction, mining","Logistics",86,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6451612903.22581
"88",5800000000,2014,"Richard LeFrak","M","real estate","Real Estate",75,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6236559139.78495
"89",5700000000,2014,"Stanley Kroenke","M","sports, real estate","Sports",73,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6129032258.06452
"90",5600000000,2014,"Herbert Kohler, Jr.","M","plumbing fixtures","Manufacturing",81,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,6021505376.34409
"91",5500000000,2014,"Ken Griffin","M","hedge funds","Investments",52,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5913978494.62366
"92",5400000000,2014,"Trevor Rees-Jones","M","oil & gas","Energy",69,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5806451612.90323
"93",5200000000,2014,"Leon Black","M","private equity","Investments",69,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5591397849.46237
"94",5200000000,2014,"Jin Sook & Do Won Chang",NA,"fashion retail","Fashion and Retail",66,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5591397849.46237
"95",5100000000,2014,"George Roberts","M","private equity","Investments",77,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5483870967.74193
"96",5000000000,2014,"David Green","M","retail","Fashion and Retail",79,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5376344086.02151
"97",5000000000,2014,"Henry Kravis","M","private equity","Investments",77,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5376344086.02151
"98",5000000000,2014,"Ann Walton Kroenke","F","Wal-Mart","Fashion and Retail",72,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5376344086.02151
"99",4900000000,2014,"Bruce Kovner","M","hedge funds","Investments",75,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5268817204.30107
"100",4900000000,2014,"Leonard Stern","M","real estate","Real Estate",82,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5268817204.30107
"101",4900000000,2014,"Daniel Ziff","M","investments","Finance and Investments",49,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5268817204.30107
"102",4900000000,2014,"Dirk Ziff","M","investments","Finance and Investments",56,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5268817204.30107
"103",4900000000,2014,"Robert Ziff","M","investments","Finance and Investments",54,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5268817204.30107
"104",4800000000,2014,"David Sun","M","computer hardware","Technology",69,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5161290322.58064
"105",4800000000,2014,"John Tu","M","computer hardware","Technology",80,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5161290322.58064
"106",4800000000,2014,"Sam Zell","M","real estate, private equity","Real Estate",79,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5161290322.58064
"107",4700000000,2014,"Bruce Halle","M","tires","Automotive",90,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,5053763440.86022
"108",4600000000,2014,"Terrence Pegula","M","natural gas","Energy",70,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4946236559.13978
"109",4600000000,2014,"John A. Sobrato","M","real estate","Real Estate",81,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4946236559.13978
"110",4500000000,2014,"Elizabeth Holmes","F","blood testing","Health care",37,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4838709677.41935
"111",4500000000,2014,"Shahid Khan","M","auto parts","Automotive",70,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4838709677.41935
"112",4500000000,2014,"Ted Lerner","M","real estate","Real Estate",95,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4838709677.41935
"113",4500000000,2014,"John Morris","M","sporting goods retail","Retail",72,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4838709677.41935
"114",4300000000,2014,"Paul Tudor Jones, II.","M","hedge funds","Investments",66,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4623655913.97849
"115",4300000000,2014,"Kirk Kerkorian","M","casinos, investments","Gaming",103,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4623655913.97849
"116",4300000000,2014,"George Lucas","M","Star Wars","Media",76,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4623655913.97849
"117",4200000000,2014,"Daniel Gilbert","M","Quicken Loans","Finance",59,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4516129032.25806
"118",4200000000,2014,"Jerry Jones","M","Dallas Cowboys","Sports",78,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4516129032.25806
"119",4200000000,2014,"Nancy Walton Laurie","F","Wal-Mart","Fashion and Retail",69,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4516129032.25806
"120",4100000000,2014,"Reid Hoffman","M","LinkedIn","Technology",53,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4408602150.53763
"121",4100000000,2014,"Karen Pritzker","F","hotels, investments","Service",63,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4408602150.53763
"122",4000000000,2014,"Riley Bechtel","M","engineering, construction","Construction & Engineering",68,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"123",4000000000,2014,"Stephen Bechtel, Jr.","M","engineering, construction","Construction & Engineering",95,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"124",4000000000,2014,"Marian Ilitch","M","pizza","Food and Beverage",88,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"125",4000000000,2014,"Robert Kraft","M","New England Patriots","Sports",79,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"126",4000000000,2014,"Mark Shoen","M","U-Haul","Automotive",70,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"127",4000000000,2014,"Jerry Speyer","M","real estate","Real Estate",80,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"128",4000000000,2014,"Donald Trump","M","television, real estate","Real Estate",74,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4301075268.8172
"129",3900000000,2014,"Charles Dolan","M","cable television","Media",94,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4193548387.09677
"130",3900000000,2014,"Martha Ingram","F","book distribution, transportation","Media",85,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4193548387.09677
"131",3900000000,2014,"H. Ross Perot, Sr.","M","computer services, real estate","Technology",90,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4193548387.09677
"132",3900000000,2014,"Nicholas Woodman","M","video cameras","Technology",45,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4193548387.09677
"133",3800000000,2014,"Leon G. Cooperman","M","hedge funds","Investments",77,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"134",3800000000,2014,"Pauline MacMillan Keinath","F","Cargill Inc.","Food and Beverage",87,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"135",3800000000,2014,"Ronald Lauder","M","Estee Lauder","Fashion & Retail",76,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"136",3800000000,2014,"George Lindemann","M","investments","Finance and Investments",84,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"137",3800000000,2014,"Whitney MacMillan","M","Cargill Inc.","Food and Beverage",92,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"138",3800000000,2014,"Gwendolyn Sontheim Meyer","F","Cargill Inc.","Food and Beverage",59,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"139",3800000000,2014,"Mitchell Rales","M","manufacturing, investments","Manufacturing",64,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"140",3800000000,2014,"Stewart and Lynda Resnick","M","agriculture, water","Food and Beverage",NA,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"141",3800000000,2014,"John Sall","M","software","Technology",72,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"142",3800000000,2014,"Lynn Schusterman","F","oil & gas, investments","Energy",82,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"143",3800000000,2014,"David Shaw","M","hedge funds","Investments",69,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"144",3800000000,2014,"Jeffrey Skoll","M","Ebay","Technology",56,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,4086021505.37634
"145",3700000000,2014,"Phillip Frost","M","pharmaceuticals","Health care",84,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3978494623.65591
"146",3700000000,2014,"Daniel Och","M","hedge funds","Investments",60,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3978494623.65591
"147",3700000000,2014,"J. Christopher Reyes","M","food distribution","Food and Beverage",67,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3978494623.65591
"148",3700000000,2014,"Jude Reyes","M","food distribution","Food and Beverage",65,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3978494623.65591
"149",3700000000,2014,"Edward Roski, Jr.","M","real estate","Real Estate",82,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3978494623.65591
"150",3700000000,2014,"Steven Udvar-Hazy","M","aircraft leasing","Service",74,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3978494623.65591
"151",3600000000,2014,"Tamara Gustavson","F","self storage","Service",59,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3870967741.93548
"152",3600000000,2014,"Diane Hendricks","F","roofing","Manufacturing",73,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3870967741.93548
"153",3600000000,2014,"Sheldon Solow","M","real estate","Real Estate",92,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3870967741.93548
"154",3600000000,2014,"Steven Spielberg","M","Movies","Media",74,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3870967741.93548
"155",3500000000,2014,"Dagmar Dolby","F","Dolby Laboratories","Technology",79,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3763440860.21505
"156",3500000000,2014,"Isaac Perlmutter","M","Marvel comics","Media",78,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3763440860.21505
"157",3500000000,2014,"Steven Rales","M","manufacturing","Manufacturing",69,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3763440860.21505
"158",3500000000,2014,"Reinhold Schmieding","M","medical devices","Health care",66,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3763440860.21505
"159",3500000000,2014,"Frederick Smith","M","FedEx","Logistics",76,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3763440860.21505
"160",3500000000,2014,"Steve Wynn","M","casinos, hotels","Gaming",79,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3763440860.21505
"161",3400000000,2014,"Brian Acton","M","WhatsApp","Technology",48,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3655913978.49462
"162",3400000000,2014,"Israel Englander","M","hedge funds","Investments",72,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3655913978.49462
"163",3400000000,2014,"Anthony Pritzker","M","hotels, investments","Service",60,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3655913978.49462
"164",3400000000,2014,"Jay Robert (J.B.) Pritzker","M","hotels, investments","Finance and Investments",56,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3655913978.49462
"165",3400000000,2014,"Haim Saban","M","television","Media",76,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3655913978.49462
"166",3400000000,2014,"Ronda Stryker","F","medical equipment","Health care",66,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3655913978.49462
"167",3300000000,2014,"Marc Benioff","M","business software","Technology",56,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"168",3300000000,2014,"Jim Davis","M","New Balance","Manufacturing",77,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"169",3300000000,2014,"John Doerr","M","venture capital","Technology",69,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"170",3300000000,2014,"Archie Aldis Emmerson","M","timberland, lumber mills","Manufacturing",91,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"171",3300000000,2014,"David Filo","M","Yahoo","Technology",54,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"172",3300000000,2014,"Doris Fisher","F","Gap","Fashion and Retail",89,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"173",3300000000,2014,"Dan Friedkin","M","Toyota dealerships","Automotive",55,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"174",3300000000,2014,"William Koch","M","oil, investments","Energy",80,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"175",3300000000,2014,"Tom & Judy Love",NA,"retail & gas stations","Retail",83,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"176",3300000000,2014,"Igor Olenicoff","M","real estate","Real Estate",78,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"177",3300000000,2014,"Julian Robertson, Jr.","M","hedge funds","Investments",89,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"178",3300000000,2014,"Roger Wang","M","retail","Fashion and Retail",72,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3548387096.77419
"179",3200000000,2014,"Jeremy Jacobs, Sr.","M","sports concessions","Service",81,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3440860215.05376
"180",3200000000,2014,"Peter Kellogg","M","investments","Finance and Investments",78,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3440860215.05376
"181",3200000000,2014,"Thomas Pritzker","M","hotels, investments","Finance and Investments",70,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3440860215.05376
"182",3200000000,2014,"Evan Williams","M","Twitter","Technology",48,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3440860215.05376
"183",3100000000,2014,"Ray Davis","M","pipelines","Energy",79,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3333333333.33333
"184",3100000000,2014,"Edward DeBartolo, Jr.","M","shopping centers","Real Estate",74,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3333333333.33333
"185",3100000000,2014,"Stanley Druckenmiller","M","hedge funds","Investments",67,1,236.715,0.93,"2019",-7.40754624358382,1.0752688172043,3333333333.33333
